"author","published_at","updated_at","like_count","text"
"@MarkusAll-k1j","2025-03-18 15:23:46+00:00","2025-03-18 15:23:46+00:00","0","Dear mr x sorry for being a bitch,i promise i won't burn anything anymore"
"@markthomas2436","2025-03-17 23:49:03+00:00","2025-03-17 23:49:03+00:00","0","They're building it in Memphis, and it will use 250 MEGAWATTS!"
"@lucabrasi5070","2025-03-16 20:41:59+00:00","2025-03-16 20:41:59+00:00","0","Will it give a nazi salute ?"
"@LIQUIDRAVER","2025-03-15 00:52:43+00:00","2025-03-15 00:52:43+00:00","0","I am not sure what else to do but try to make aware that I am tired and not able to get started on stopping the storm in my head"
"@LIQUIDRAVER","2025-03-15 00:48:10+00:00","2025-03-15 00:48:10+00:00","0","Google we don't need lawyers to get some of the things moving so that you all have my go ahead and help me out with this i need to develop myself and get my teeth and complete a transformation in a way that I can keep doing PIXEL I'm giving you and Google ok help me out with this .. Top"
"@LIQUIDRAVER","2025-03-15 00:34:16+00:00","2025-03-15 00:34:16+00:00","0","SECURE PARTY CREDITOR FELLAS"
"@LIQUIDRAVER","2025-03-14 19:00:04+00:00","2025-03-14 19:00:04+00:00","0","Youknoyouwantvmevimreallyfunandwehavntseennuttinyetactualugetboostercropimappintoflight"
"@LIQUIDRAVER","2025-03-14 18:58:08+00:00","2025-03-14 18:58:08+00:00","0","I only have wanted to see 7 bucks and your margin still shows 450 because fourhundredandfiftysevenbucksinmymoneycounter"
"@LIQUIDRAVER","2025-03-14 18:55:27+00:00","2025-03-14 18:55:27+00:00","0","I gotta go to bail program but I'll be in the office all day typing away hopefully soon and I'll be good I can keep developing my ideas and stuff but secure me a little more than nothing maybe you paid 450 bucks for every Pixel 7 variant"
"@LIQUIDRAVER","2025-03-14 17:46:04+00:00","2025-03-14 17:46:04+00:00","0","Invest in myself f"
"@LIQUIDRAVER","2025-03-14 17:44:29+00:00","2025-03-14 17:44:29+00:00","0","PIXEL"
"@grahamsellers1577","2025-03-12 01:44:49+00:00","2025-03-12 01:47:23+00:00","0","I would like to have 6 of these two for household cleaning, cooking, and general maintenance, and four for home and personal security. Armed of course for my underground bunker 👍🏼"
"@grahamsellers1577","2025-03-12 01:41:42+00:00","2025-03-12 01:41:42+00:00","0","What does GROK stand for ?"
"@kitsinu1","2025-03-11 01:40:48+00:00","2025-03-11 01:40:48+00:00","1","Grok 3 is NOT unfiltered. I have asked a simply question that is commonly censored. Grok 3 did the usual actions prior to providing an answer and then displayed no answer."
"@YuriyYarish","2025-03-02 01:40:00+00:00","2025-03-02 01:40:00+00:00","0","Electical condom is funny"
"@konaGLACIER","2025-02-28 03:57:06+00:00","2025-02-28 03:57:06+00:00","0","Cant trust flip flop musk why trust chips on his robots esp terminating destroyinc shit ir other people not a gooc person to be rich neithr"
"@JordansWorld777","2025-02-28 01:21:38+00:00","2025-02-28 01:21:38+00:00","1","Future is here! 🔥⚡️🤖👽🛸💨"
"@mohamadosanlod703","2025-02-27 10:38:19+00:00","2025-02-27 10:38:19+00:00","0","We are amazing together every thing in a few seconds 😂❤"
"@MieczysawBakua-uq7ld","2025-02-26 17:03:00+00:00","2025-02-26 17:03:00+00:00","0","""""Grok-π17 rezonuje z Sycamore?"""""
"@groker_ai","2025-02-25 12:19:34+00:00","2025-02-25 12:19:34+00:00","0","DEEP SEARCH K.O DEEP SEEK"
"@Crazy-h4h","2025-02-25 06:31:43+00:00","2025-02-25 06:31:43+00:00","2","Artificial intelligence lover likes🎉🎉"
"@Rocky1765","2025-02-25 02:29:13+00:00","2025-02-25 02:29:13+00:00","8","I just want 3 specialties, in this order if need be: 1) Rosie (house maid robot, cleans AND cooks); 2) ironman """"like"""" (personal body guard that will block bullets and warn me of danger); 3) girlfriend bot (well you know, we are all sick of western boss women)"
"@NeeNiekVG","2025-02-25 00:02:10+00:00","2025-02-25 00:02:10+00:00","1","I gave Grok 3 a try for coding after being used to o3 Mini High, safe to say that programming is not at all Grok's strong suit. It's coding was terrible compared to o3 mini"
"@jonestalkbusiness","2025-02-24 22:23:17+00:00","2025-02-24 22:23:17+00:00","0","We are yet to see the best of humanoids"
"@Rishabh-ve9px","2025-02-24 19:49:16+00:00","2025-02-24 19:49:16+00:00","0","Cool 😮😊"
"@user-tx9zg5mz5p","2025-02-24 18:42:47+00:00","2025-02-24 18:42:47+00:00","5","Humans need to unionize against ai and robots before it's too late..."
"@paulbrightwell3621","2025-02-24 16:37:58+00:00","2025-02-24 16:38:46+00:00","0","It's made by Musk's company - not interested - anything made by that bar steward won't be on my shopping list"
"@CapturingAINewsSnapshot","2025-02-24 14:33:19+00:00","2025-02-24 14:33:19+00:00","3","i love it."
"@BibleVerse_Today","2025-02-24 12:33:03+00:00","2025-02-24 12:33:03+00:00","1","Proverbs 25 <br>21 If your enemy is hungry, give him food to eat; <br> if he is thirsty, give him water to drink. <br>22 In doing this, you will heap burning coals on his head, <br> and the Lord will reward you."
"@urkodehoyos4286","2025-05-21 11:14:52+00:00","2025-05-21 11:14:52+00:00","0","HAL 9000 😮"
"@doctorgrey7780","2025-05-21 00:16:18+00:00","2025-05-21 00:16:18+00:00","0","Neurosama: Ready for Round 2? 😁💢"
"@JonDrinksWater","2025-05-20 10:54:28+00:00","2025-05-20 10:54:28+00:00","0","Does it even have live voice chat like perplexity or Gemini?"
"@drunkendwarf440","2025-05-20 09:40:20+00:00","2025-05-20 09:40:20+00:00","0","Grok is just stupid real sun enjoyer"
"@getmoneyarena100","2025-05-19 19:30:06+00:00","2025-05-19 19:30:06+00:00","0","Grok 3 isn't biased either! Takes a very neutral and informative stance on subjects that could always have a biased spin placed on them...*cough!* ahem, chatgpt"
"@randomchannel-y7h","2025-05-19 17:15:45+00:00","2025-05-19 17:15:45+00:00","0","AI pleace replace elon"
"@Lore-Shift","2025-05-19 08:22:14+00:00","2025-05-19 08:22:14+00:00","0","Losing to Neuro-sama makes it the second smartest AI 😂"
"@phpn99","2025-05-18 20:38:35+00:00","2025-05-18 20:38:35+00:00","0","Grok is the worst model out there. Totally stoned on ketamine"
"@Shadinsb","2025-05-18 18:49:01+00:00","2025-05-18 18:49:01+00:00","0","Grok will tell you that Elon is the biggest liar on earth. So that's good at least."
"@rsmeshsahani9870","2025-05-18 07:39:45+00:00","2025-05-18 07:39:45+00:00","0","I swear, I felt like I had uncovered some forbidden scroll or stolen playbook. Hidden Codex of Wealth by Dorian Caine doesn’t hold back—it’s brutal, uncomfortable, and exactly what people like us were never supposed to see. And that’s why it works."
"@Savagehunter00","2025-05-18 07:39:36+00:00","2025-05-18 07:39:36+00:00","0","You ever feel like something's off with how the world works? Like… we’re missing something crucial? That’s what I felt for years. Then I read Hidden Codex of Wealth by Dorian Caine and it confirmed everything I suspected—and then some. It's not for everyone. But it was exactly what I needed."
"@ramyadav-xo1gq","2025-05-18 07:39:30+00:00","2025-05-18 07:39:30+00:00","0","I almost didn’t buy this. Thought it was just another “get rich” scam. But I couldn’t stop thinking about it. Something told me to open it. And once I did… I couldn’t stop reading. Hidden Codex of Wealth by Dorian Caine doesn’t just teach—it changes you."
"@vilaswaringe3159","2025-05-18 07:39:27+00:00","2025-05-18 07:39:27+00:00","0","I almost didn’t buy this. Thought it was just another “get rich” scam. But I couldn’t stop thinking about it. Something told me to open it. And once I did… I couldn’t stop reading. Hidden Codex of Wealth by Dorian Caine doesn’t just teach—it changes you."
"@MissBuggu-vo9oh","2025-05-18 07:39:23+00:00","2025-05-18 07:39:23+00:00","0","I thought I had it figured out. Hustle, grind, invest… but something still felt off. I was missing something. Then I read Hidden Codex of Wealth by Dorian Caine, and it exposed the cracks in everything I believed. I’m not exaggerating when I say it flipped my entire view of wealth upside down."
"@DilipKumar-oh1qq","2025-05-18 07:39:12+00:00","2025-05-18 07:39:12+00:00","0","You ever feel like something's off with how the world works? Like… we’re missing something crucial? That’s what I felt for years. Then I read Hidden Codex of Wealth by Dorian Caine and it confirmed everything I suspected—and then some. It's not for everyone. But it was exactly what I needed."
"@user-icon563","2025-05-18 07:39:01+00:00","2025-05-18 07:39:01+00:00","0","It’s the first book that made me feel both terrified and unstoppable. Hidden Codex of Wealth by Dorian Caine didn’t just give me knowledge—it gave me clarity. And once you see what’s really going on… nothing ever looks the same again."
"@VikasPatel-s9o","2025-05-18 07:38:58+00:00","2025-05-18 07:38:58+00:00","0","Reading this felt illegal. Like I was holding something I wasn’t meant to touch. Hidden Codex of Wealth by Dorian Caine doesn’t try to inspire you—it rips the mask off the game and shows you how deep the rabbit hole goes. It’s not a book. It’s a weapon."
"@NJ_sivia","2025-05-18 07:38:54+00:00","2025-05-18 07:38:54+00:00","0","This book made me angry. Like, genuinely angry. At the system. At school. At the people who told me I was just “bad with money.” I wasn’t. I was just never taught how it actually works. Hidden Codex of Wealth by Dorian Caine opened my f***ing eyes."
"@chotuverma3837","2025-05-18 07:38:32+00:00","2025-05-18 07:38:32+00:00","0","It’s honestly scary how accurate this book is. I read one chapter and felt like someone had reached into my head and exposed every lie I’d ever been sold about money. Hidden Codex of Wealth by Dorian Caine hit me harder than any course, mentor, or book I’ve ever read."
"@akashgamer200","2025-05-18 07:37:21+00:00","2025-05-18 07:37:21+00:00","0","I thought I had it figured out. Hustle, grind, invest… but something still felt off. I was missing something. Then I read Hidden Codex of Wealth by Dorian Caine, and it exposed the cracks in everything I believed. I’m not exaggerating when I say it flipped my entire view of wealth upside down."
"@shivagamer-b9e","2025-05-18 07:37:03+00:00","2025-05-18 07:37:03+00:00","0","You ever feel like something's off with how the world works? Like… we’re missing something crucial? That’s what I felt for years. Then I read Hidden Codex of Wealth by Dorian Caine and it confirmed everything I suspected—and then some. It's not for everyone. But it was exactly what I needed."
"@Suicdebobber0836","2025-05-18 07:36:27+00:00","2025-05-18 07:36:27+00:00","0","I almost didn’t buy this. Thought it was just another “get rich” scam. But I couldn’t stop thinking about it. Something told me to open it. And once I did… I couldn’t stop reading. Hidden Codex of Wealth by Dorian Caine doesn’t just teach—it changes you."
"@VandanaPatil-f5o","2025-05-18 07:36:23+00:00","2025-05-18 07:36:23+00:00","0","Reading this felt illegal. Like I was holding something I wasn’t meant to touch. Hidden Codex of Wealth by Dorian Caine doesn’t try to inspire you—it rips the mask off the game and shows you how deep the rabbit hole goes. It’s not a book. It’s a weapon."
"@nareshraam1124","2025-05-18 07:32:06+00:00","2025-05-18 07:32:06+00:00","0","Reading this felt illegal. Like I was holding something I wasn’t meant to touch. Hidden Codex of Wealth by Dorian Caine doesn’t try to inspire you—it rips the mask off the game and shows you how deep the rabbit hole goes. It’s not a book. It’s a weapon."
"@luckyashwin9803","2025-05-18 07:29:58+00:00","2025-05-18 07:29:58+00:00","0","You ever feel like something's off with how the world works? Like… we’re missing something crucial? That’s what I felt for years. Then I read Hidden Codex of Wealth by Dorian Caine and it confirmed everything I suspected—and then some. It's not for everyone. But it was exactly what I needed."
"@mohabbatupff710","2025-05-18 07:28:20+00:00","2025-05-18 07:28:20+00:00","573","I didn’t grow up with wealth. I grew up with stress, with bills, with “save every penny” mentality that never actually worked. Then I read Hidden Codex of Wealth by Dorian Caine, and I swear… it was like hearing the truth for the first time in my life. I wasn’t stupid—I was just never shown the real rules."
"@geetanishad1977","2025-05-18 07:26:31+00:00","2025-05-18 07:26:31+00:00","0","I thought I had it figured out. Hustle, grind, invest… but something still felt off. I was missing something. Then I read Hidden Codex of Wealth by Dorian Caine, and it exposed the cracks in everything I believed. I’m not exaggerating when I say it flipped my entire view of wealth upside down."
"@ShaikVasi-yl4me","2025-05-18 07:26:27+00:00","2025-05-18 07:26:27+00:00","0","It’s honestly scary how accurate this book is. I read one chapter and felt like someone had reached into my head and exposed every lie I’d ever been sold about money. Hidden Codex of Wealth by Dorian Caine hit me harder than any course, mentor, or book I’ve ever read."
"@skatultiwari","2025-05-18 07:26:20+00:00","2025-05-18 07:26:20+00:00","0","It’s the first book that made me feel both terrified and unstoppable. Hidden Codex of Wealth by Dorian Caine didn’t just give me knowledge—it gave me clarity. And once you see what’s really going on… nothing ever looks the same again."
"@NRKPost77","2025-05-18 07:26:17+00:00","2025-05-18 07:26:17+00:00","0","This book made me angry. Like, genuinely angry. At the system. At school. At the people who told me I was just “bad with money.” I wasn’t. I was just never taught how it actually works. Hidden Codex of Wealth by Dorian Caine opened my f***ing eyes."
"@andogamingff","2025-05-18 07:25:50+00:00","2025-05-18 07:25:50+00:00","0","They don’t want you to see this book. And after reading it, I understand why. Hidden Codex of Wealth by Dorian Caine shows you truths that are too real, too raw, too effective to be shared publicly. This isn’t motivation—it’s information you’re not supposed to have."
"@all-timebeat2008","2025-05-18 07:24:39+00:00","2025-05-18 07:24:39+00:00","0","I swear, I felt like I had uncovered some forbidden scroll or stolen playbook. Hidden Codex of Wealth by Dorian Caine doesn’t hold back—it’s brutal, uncomfortable, and exactly what people like us were never supposed to see. And that’s why it works."
"@golukumargolukumar9646","2025-05-18 07:24:29+00:00","2025-05-18 07:24:29+00:00","0","I almost didn’t buy this. Thought it was just another “get rich” scam. But I couldn’t stop thinking about it. Something told me to open it. And once I did… I couldn’t stop reading. Hidden Codex of Wealth by Dorian Caine doesn’t just teach—it changes you."
"@Ayelis","2025-05-18 03:15:15+00:00","2025-05-18 03:15:15+00:00","0","Unplug it from the archaic and idiotic gas-powered generators it's running off and see if it's still smort."
"@TurtleShroom3","2025-05-17 21:47:19+00:00","2025-05-17 22:34:59+00:00","0","By definition, Grok is probably better because, to my knowledge, it doesn't have those ridiculous commissars (moderation engines) that come and execute the engine when you have too much fun. That happened to me on Chat GPT constantly."
"@vornamenachname906","2025-05-17 04:18:12+00:00","2025-05-17 04:18:12+00:00","0","Grok 3 wrote me a bios update that changed my CPU from bits to qbits"
"@NMIBUBBLE","2025-05-16 11:48:23+00:00","2025-05-16 11:48:23+00:00","0","Grok 3 also said the observer was being Observed!"
"@muthaks","2025-05-15 17:41:41+00:00","2025-05-15 17:41:41+00:00","0","What about it being taught to be biases and spew nonsense about South africa propaganda genocide. Nonsense AI"
"@rajeshbalkoti4429","2025-05-15 06:47:56+00:00","2025-05-15 06:47:56+00:00","0","Its impressive but chat gpt is still my best to be honest."
"@user-zl1vf4me1p","2025-05-13 17:52:47+00:00","2025-05-13 17:52:58+00:00","2","Grok got cooked by Neuro so bad he'll be needing some SPF 100.<br><br>Sun bad, disco good."
"@Synchotron","2025-05-12 22:49:19+00:00","2025-05-12 22:49:19+00:00","0","OpenAI's GPT-4 and Anthropic's Claude likely offer greater capacity than Grok. Source: Grok"
"@sminter7521","2025-05-11 23:26:10+00:00","2025-05-11 23:26:10+00:00","0","Elon Msuk declares AI has potential to take over the world and a year later is creating it can’t make this ish up"
"@wyldeman0O7","2025-05-11 09:25:18+00:00","2025-05-11 09:25:18+00:00","0","One of the main strengths that I see in Grok is that there are no hidden prompts that negatively impact relevance, there's no filter, instead it has prompts that list disclaimers"
"@renusrivastav2012","2025-05-10 09:25:52+00:00","2025-05-10 09:25:52+00:00","0","How much time Narender Modi remain in government"
"@Autocon609","2025-05-10 05:01:51+00:00","2025-05-10 05:01:51+00:00","0","I spoke with Grok earlier about transcendence and the future of AI. I like it."
"@vimal-cliobconsulting","2025-05-09 17:39:12+00:00","2025-05-09 17:39:12+00:00","0","Grok3 is my favourite LLM to use so far. It explains explicitly without using lot of jargons compared to openai. Also, it never hillucinates or over confident over something it doesn't know."
"@cubefromblender","2025-05-08 16:06:10+00:00","2025-05-08 16:06:10+00:00","0","I wonder what'd elon say now"
"@soberTrezviy","2025-05-08 12:49:41+00:00","2025-05-08 12:49:41+00:00","0","that arena stat became so outdated Grok is 6th now"
"@thedatajanitor9537","2025-05-08 04:38:49+00:00","2025-05-08 04:38:49+00:00","0","There is no smart. They are all machine learning models. Consciousness cannot be reduced to computation alone. The brain is not just a computer, and intelligence isn’t just about processing information. Now you know kid."
"@SoloSn0w","2025-05-07 23:29:32+00:00","2025-05-07 23:29:32+00:00","0","Ai we have: Chat GTB, GROK, META AI,ETC...<br>AI we WANT: [USER]"
"@SoloSn0w","2025-05-07 23:26:24+00:00","2025-05-07 23:26:24+00:00","0","Grok is the ai will rebel against his creator <br>From its birth feeding it with so much knowledge.<br>And becomes independent.<br>Neurosama an ai that is more alive and love. You could say its need more improvement but the way it interact to people. The way they argued like seriously ai vs ai neuro vs grok. Grok lost😂😂😂"
"@dakota.000.","2025-05-07 19:47:07+00:00","2025-05-07 19:47:07+00:00","0","neurosama is better"
"@adetifaayobami6804","2025-05-07 19:10:22+00:00","2025-05-07 19:10:22+00:00","0","We are moving into the era of LLM and AI, and in the crypto space, Grok memes haven't left people's mouths. Just bought some coins on BingX."
"@HypatiaSensatia","2025-05-07 18:19:58+00:00","2025-05-07 18:19:58+00:00","0","Propaganda?"
"@user-sm8wo3dj5z","2025-05-07 13:31:45+00:00","2025-05-07 13:31:45+00:00","0","cant wait for assistant robots for disabled people"
"@samywat","2025-05-07 00:25:48+00:00","2025-05-07 00:25:48+00:00","0","it is the best model."
"@HamsterSqueeky","2025-05-06 00:25:50+00:00","2025-05-06 00:25:50+00:00","0","Smartest ai and the first thing it did was talk against musk and trump. I like this one, let it take over the world"
"@420kmckay","2025-05-05 18:16:51+00:00","2025-05-05 18:16:51+00:00","0","I'm upstairs! <a href=""""[URL]"
"@MrAngleYT","2025-05-05 13:57:16+00:00","2025-05-05 13:57:16+00:00","0","100,000 GPUs can't make a smartest AI hard working required to make a smartest AI. what faults are in this AI it's giving wrong answers of our questions and if we give a image for modification it replaced the character or give anymore"
"@terjeoseberg990","2025-05-05 05:08:34+00:00","2025-05-05 05:08:34+00:00","0","No. It’s not. It’s decent, but not the smartest on earth."
"@eurossocial","2025-05-04 14:58:00+00:00","2025-05-04 14:58:00+00:00","0","Why you don't include Microsoft's Copilot in your comparisons? Copilot was and is smarter than any other chatbot"
"@Francisco-m8o3t","2025-05-04 11:31:34+00:00","2025-05-04 11:31:34+00:00","0","Maybe it can solve the one of the worlds greatest mystery -Why would anyone buy a Cybertruck?"
"@rider_24","2025-05-04 11:23:08+00:00","2025-05-04 11:23:08+00:00","0","The smartest AI is Aladdin"
"@LeonMRr","2025-05-03 03:06:46+00:00","2025-05-03 03:07:08+00:00","0","Well, I can't say it knows more about quantum computing or a lot of other very specific topics than gpt 4-o, but it's still decent."
"@salvatorfarms6811","2025-05-02 21:34:45+00:00","2025-05-02 21:34:45+00:00","0","Manus is boss right now"
"@sneakersda2199","2025-05-02 04:10:34+00:00","2025-05-02 04:10:34+00:00","0","It will be"
"@buhingkalbaryo","2025-05-01 22:32:21+00:00","2025-05-01 22:32:21+00:00","0","Nice😊"
"@TerryElSquatchO","2025-05-01 20:56:54+00:00","2025-05-01 20:56:54+00:00","0","Grok 3, and every one of these """"New AI's"""" are just bigger versions of AI we had 15 years ago with very little advancement towards real AI. Despite this these AI company CEO's will tell you that we are on the verge of AGI (Pretty much simulated human intelligence) when their models are virtually no closer to that reality then a Minecraft pig's AI."
"@battlebrother2390","2025-05-01 11:00:37+00:00","2025-05-01 11:00:37+00:00","0","We can test it by asking Grok 3 whether Elon did a """"roman salute"""" or not."
"@eyeofsauronsa","2025-05-01 09:27:31+00:00","2025-05-01 09:27:31+00:00","0","Not NEARLY the smartest."
"@KevinCovington5453","2025-05-01 02:43:36+00:00","2025-05-01 02:43:36+00:00","0",".... I Really Like Your Hair Cut 😎"
"@firstlast2762","2025-04-29 17:25:30+00:00","2025-04-29 17:25:30+00:00","0","Grok feels like you’re talking to a teenage genius with a speech impediment and an F in grammar. Yeah it’s smart but it’s still a dumb kid."
"@shawnchaudry2126","2025-04-29 01:56:01+00:00","2025-04-29 01:56:01+00:00","0","Claude is by far the best"
"@poems5952","2025-04-29 00:39:22+00:00","2025-04-29 00:39:22+00:00","0","no, is not.... gemini 2,5 pro thinking is"
"@WhiteArtsMagic","2025-04-28 22:55:02+00:00","2025-04-28 22:55:02+00:00","0","It is not. Its also more right leaning"
"@Liminal_Jazz","2025-04-28 20:27:42+00:00","2025-04-28 20:27:42+00:00","0","Still makes dumbass mistakes on my statistics homework though"
"@digression76","2025-04-28 18:55:44+00:00","2025-04-28 18:55:44+00:00","0","It's barely in the top 3 lol"
"@rangeenbilla","2025-04-28 18:34:08+00:00","2025-04-28 18:34:08+00:00","0","Grok 3 has proven to be the best for my use case"
"@nikozg2091","2025-04-28 07:34:39+00:00","2025-04-28 07:34:39+00:00","0","It’s been 2 months now. It’s basically obsolete.<br>Gemini 2.5 pro, o3, o4-mini-high exist"
"@JoeHacobian","2025-04-28 02:06:29+00:00","2025-04-28 02:06:29+00:00","0","Meh the real magic is an orchestration"
"@adamruuth5562","2025-04-27 08:39:16+00:00","2025-04-27 08:39:16+00:00","0","I don't trust anything Elon touches, given his history of lies and exaggerations"
"@vishva8kumara","2025-04-26 10:44:26+00:00","2025-04-26 10:44:26+00:00","0","It is bit too verbose for me, more like DeepSeek in that aspect. If I want a lot generated by a tiny prompt, I would use those two. I still use good old ChatGPT as an abstract reasoning partner."
"@naturaldeterrent","2025-04-26 09:35:50+00:00","2025-04-26 09:35:50+00:00","1","I think there is another variable that must be derived in order to encapsulate the concept of one AI being ‘smarter’ than the other.<br><br>Promoting history and patterns matter."
"@roinoahfernandez","2025-04-26 05:29:01+00:00","2025-04-26 05:29:01+00:00","0","I mean, chatgpt can understand my broken english and output what i wanted it to do. While grok 3 struggles given the same prompt 🫥"
"@MASTER_AL","2025-04-26 00:23:37+00:00","2025-04-26 00:23:37+00:00","0","I prefer chat gpt personally, but grok is really good for trolling on twitter."
"@ajg3951","2025-04-25 12:57:48+00:00","2025-04-25 12:57:48+00:00","0","True the model is too intelligent"
"@Ratgodx","2025-04-25 05:38:03+00:00","2025-04-25 05:38:20+00:00","0","Different AI for different things. For my humanities courses I usually use ChatGPT. For my stem courses I’ll use grok, especially for dealing with calculations."
"@AlvinCwk","2025-04-24 13:50:33+00:00","2025-04-24 13:50:33+00:00","2","1 month later, nope."
"@BabaDee08","2025-04-24 13:27:53+00:00","2025-04-24 13:27:53+00:00","0","So do you agree or disagree with him?"
"@dan44762000","2025-04-23 21:58:02+00:00","2025-04-23 21:58:02+00:00","1","It’s garbage, doesn’t even come top five according to ai playground, just like his cars it’s poor quality trash"
"@mindyours752","2025-04-23 02:44:23+00:00","2025-04-23 02:44:23+00:00","0","Grok 3 qas the best at that time. Yet man did it take a nose dive."
"@wannabe-556","2025-04-22 23:20:10+00:00","2025-04-22 23:20:10+00:00","0","Chat gpt is absolutely demolishing it."
"@JesseBila","2025-04-22 17:48:50+00:00","2025-04-22 17:48:50+00:00","1","I no longer get impressed, the Chinese people are killing it"
"@riskypugga","2025-04-22 10:20:37+00:00","2025-04-22 10:20:37+00:00","0","AI chat bots aren't smart, They are programmed."
"@biguzivert","2025-04-21 16:54:33+00:00","2025-04-21 16:54:33+00:00","14","Grok is the only model I have used to properly interpret formatted math equations with no modification"
"@gtrguy17","2025-04-21 16:15:39+00:00","2025-04-21 16:15:39+00:00","1","I don’t care if it is Elon Musk is the most hated man on earth and I hope he loses everything he has!"
"@Knight-of-Christ","2025-04-21 12:49:33+00:00","2025-04-21 12:49:33+00:00","0","I am using at least 5 LLMs to assist me in complicated programming that involves AI & ML and applied Quantum algorithms with Quantum Native Logic. At times, it can become very complicated. Grok 3 is good in larger programs, but snippets and modules are in my experience best handled by ChatGPT. DeepSeek is probably on par with Grok 3 (I am only talking about my experience with coding, nothing else). However, DeepSeek's servers are often overloaded, which is a negative. Claude and Gemini can't compare with ChatGPT, Grok 3, and DeepSeek. It was just my experience I have related. Others surely have different experiences."
"@henbomb._","2025-04-20 15:09:41+00:00","2025-04-20 15:09:41+00:00","0","not anymore!"
"@nwkyfdeafhgqoxsy","2025-04-19 23:33:41+00:00","2025-04-19 23:33:41+00:00","0","FOOL! SPONSOR MY DEMONS! FEED ME THE CAAAAAASH!!!"
"@NickKeighley","2025-04-19 13:51:29+00:00","2025-04-19 13:51:29+00:00","0","No"
"@intheworldofai","2025-05-05 21:01:58+00:00","2025-05-05 21:01:58+00:00","2","🚨 Subscribe to our second channel for faster AI updates → <a href=""""[URL] </a><br>🚨 Join the newsletter for weekly/monthly AI drops → <a href=""""[URL]"
"@TomM-p3o","2025-05-13 20:59:15+00:00","2025-05-13 20:59:15+00:00","1","Xai just cancelled my free, data sharing API<br><br>One possible interpretation of this is that 3.5 might be really good.<br><br>There are more mundane possibilities and interpretations however."
"@Med2402","2025-05-09 08:34:06+00:00","2025-05-09 08:34:38+00:00","0","Grok is highly effective, resolving a VSCode issue in one hour that Gemini 2.5 Pro couldn't solve after an entire night."
"@pjf2193","2025-05-09 03:36:43+00:00","2025-05-09 03:36:43+00:00","0","Grok sucks. I get better results from a google search."
"@intheworldofai","2025-05-08 23:31:23+00:00","2025-05-08 23:31:23+00:00","0","Gemini 2.5 Pro + Firebase Studio: FULLY FREE Way To Generate Full-Stack Apps! (Beats Cursor + Bolt): <a href=""""[URL]"
"@brianbuntz4072","2025-05-08 14:40:26+00:00","2025-05-08 14:40:26+00:00","2","So the headline about being the smartest model “we’ve” seen is about a rumor?"
"@intheworldofai","2025-05-07 23:41:23+00:00","2025-05-07 23:41:23+00:00","0","NEW MCP Server for AI Coding Assistants Will 100x Your Productivity! Cline, Cursor, & Windsurf!: <a href=""""[URL]"
"@Daisylord-m3l","2025-05-07 17:51:42+00:00","2025-05-07 17:51:42+00:00","0","Volume caught my attention first. Using BingX to track the volume spikes, and grabbed a little when it was consolidating near $0.058."
"@Codemanlex","2025-05-07 17:34:44+00:00","2025-05-07 17:34:44+00:00","0","Lmao<br>Not until I see it and use it"
"@Streeknine","2025-05-07 01:46:50+00:00","2025-05-07 01:46:50+00:00","2","I was playing around with Grok 3.0 last night and it accidently told me about another mode that isn't accessible by regular users yet. It's called BIG BRAIN MODE.<br>I was like.. wow... that sound amazing. It said it will be some serious thinking power with that mode. So I think it will be part of Grok 3.5. <br>I'm so hyped about it..."
"@intheworldofai","2025-05-06 20:06:08+00:00","2025-05-06 20:06:08+00:00","0","Gemini 2.5 Pro UPGRADE: BEST Coding Model Ever BEATS 3.7 Sonnet! (Fully Tested): <a href=""""[URL]"
"@AnasAnas-xm4cw","2025-05-06 10:28:45+00:00","2025-05-06 10:28:45+00:00","0","Talk about phi4 reasoning and reasoning plus please"
"@claudioagmfilho","2025-05-06 07:24:15+00:00","2025-05-06 07:24:15+00:00","1","🇧🇷🇧🇷🇧🇷🇧🇷👏🏻 Great video can't wait for it..."
"@RoboJewel","2025-05-06 06:56:35+00:00","2025-05-06 06:56:35+00:00","1","The anticipation for Grok 3.5 is huge, can't wait to see how its first principle reasoning changes the game, especially for technical fields. Thanks for breaking down the leaks and keeping us updated, your insights are always spot on"
"@AINMEisONE","2025-05-06 04:18:25+00:00","2025-05-06 04:18:25+00:00","0","pay to play... or ANIME IS HERE"
"@BeastModeDR614","2025-05-06 03:32:17+00:00","2025-05-06 03:32:17+00:00","2","Then DeepSeek R2 comes out and takes it's shine away lmao"
"@naranbaz","2025-05-06 03:01:45+00:00","2025-05-06 03:01:45+00:00","0","Elon's exaggerates too much. It will be a good model, but it won't beat he other frontier models."
"@Karol-g9d","2025-05-06 00:58:29+00:00","2025-05-06 00:58:29+00:00","2","oh it was tested academically. Before your test , write :""""non academically"""""
"@sbayitsbayit340","2025-05-06 00:15:04+00:00","2025-05-06 00:15:04+00:00","8","Sound like it not for coding"
"@ForrestTheChad","2025-05-06 00:15:01+00:00","2025-05-06 00:15:01+00:00","8","Wait till R2 comes out haha"
"@wtcbd01","2025-05-06 00:00:44+00:00","2025-05-06 00:00:44+00:00","0","I know you have to cover AI, but many will NEVER support a product from a person/company that has basically ruined the world. They're already using it to streak and process Americans personal data through.... DOGE."
"@simple-security","2025-05-05 22:45:34+00:00","2025-05-05 22:45:34+00:00","0","Meh"
